type,task,length,block_length,threshold,low_threshold,remask_threshold,"exact_match,flexible-extract",average forward calls per token,tokens per second,tokens per second our
origin,humaneval,256,32,0.9,0.5,0.001,0.4024390243902439,0.19506315449692715,83.14608772403633,53.064289196442715
original,gsm8k,256,32,0.95,0.4,,0.7710386656557998,0.31842877679474957,17.29889599826513,19.057931240280123
original,gsm8k,256,32,0.9,0.4,,0.7740712661106899,0.2780437316992395,19.81894595043512,21.85297622933505
remask,bbh,256,32,0.92,0.4,0.001,,0.274193032795666,20.96754547133732,29.486459818939707
remask,bbh,256,32,0.92,0.4,0.35,,0.32117682297664496,17.927424421790015,29.06833413298546
remask,bbh,256,32,0.92,0.5,0.001,,0.27947332546497367,20.566819040072254,28.952912486774412
remask,bbh,256,32,0.92,0.5,0.35,,0.327274365302863,17.571338148544072,28.546051553662068
remask,bbh,256,32,0.9,0.4,0.001,,0.25608602807649383,22.454791524829307,31.5993737641295
remask,bbh,256,32,0.9,0.4,0.35,,0.30059653376370526,19.141273800456872,31.095280135653187
remask,bbh,256,32,0.9,0.5,0.001,,0.2617763620080917,21.947583881370967,30.900790048368414
remask,bbh,256,32,0.9,0.5,0.35,,0.30727161573854256,18.698576545639444,30.595308464832996
remask,gsm8k,256,32,0.92,0.35,0.2,0.7536012130401819,0.3118334327534366,17.801508044666587,19.786787796382214
remask,gsm8k,256,32,0.92,0.35,0.4,0.7536012130401819,0.3118334327534366,17.806001051363857,19.79185890531045
remask,gsm8k,256,32,0.92,0.43,0.2,0.7717968157695224,0.30325143905143764,18.284664995170264,20.22708288743764
remask,gsm8k,256,32,0.92,0.45,0.2,0.7695223654283548,0.2990526751634148,18.586820353288033,20.481179863309954
remask,gsm8k,256,32,0.92,0.45,0.3,0.77710386656558,0.3008868252104353,18.46995667814909,20.38308340458746
remask,gsm8k,256,32,0.92,0.45,0.35,0.78013646702047,0.3020474288206376,18.397325345211836,20.33813566513382
remask,gsm8k,256,32,0.92,0.45,0.4,0.7740712661106899,0.30430145739705144,18.258634033973365,20.209080190508583
remask,gsm8k,256,32,0.92,0.48,0.2,0.7778620166793025,0.3002940458431057,18.509781996059214,20.38677449376063
remask,gsm8k,256,32,0.92,0.48,0.3,0.7808946171341926,0.30199034350839377,18.38944682267193,20.277218874286387
remask,gsm8k,256,32,0.92,0.48,0.35,0.7839272175890827,0.3031583175443703,18.330689346989523,20.241956396119697
remask,gsm8k,256,32,0.92,0.48,0.4,0.7778620166793025,0.3052121799557398,18.219170654942953,20.124266954833193
remask,gsm8k,256,32,0.92,0.4,0.3,0.7816527672479151,0.29942871934525533,18.561953071427926,20.463869147518093
remask,gsm8k,256,32,0.92,0.4,0.35,0.7808946171341926,0.3009239883263628,18.45889777147726,20.376330428036937
remask,gsm8k,256,32,0.92,0.5,0.001,0.7763457164518575,0.2977686729596669,18.671021688640508,20.569312695847714
remask,gsm8k,256,32,0.92,0.5,0.2,0.77710386656558,0.30060481930447014,18.499428982580056,20.377161668379635
remask,gsm8k,256,32,0.92,0.5,0.3,0.7816527672479151,0.3027941480356888,18.355357373776837,20.24354612985029
remask,gsm8k,256,32,0.92,0.5,0.35,0.7877179681576952,0.3039856931043051,18.2869969724166,20.2028713771781
remask,gsm8k,256,32,0.92,0.5,0.4,0.778620166793025,0.30622785831754773,18.142099685942256,20.023438958257245
remask,gsm8k,256,32,0.93,0.45,0.2,0.7657316148597423,0.30567413668730736,18.183419335684896,20.039663608469773
remask,gsm8k,256,32,0.93,0.45,0.3,0.7717968157695224,0.3076086259691495,18.074619025432742,19.942205795598404
remask,gsm8k,256,32,0.93,0.45,0.35,0.778620166793025,0.30917142340292997,17.97390093183553,19.869686231736072
remask,gsm8k,256,32,0.93,0.45,0.4,0.7733131159969674,0.3115843998419474,17.828179627844232,19.750291689892638
remask,gsm8k,256,32,0.93,0.48,0.2,0.775587566338135,0.3065218286787091,18.1282820684793,19.96203406847797
remask,gsm8k,256,32,0.93,0.48,0.3,0.7763457164518575,0.3085339173435666,18.00858220042451,19.851216829887694
remask,gsm8k,256,32,0.93,0.48,0.35,0.7831690674753601,0.310195329267091,17.916213814295745,19.774655269086033
remask,gsm8k,256,32,0.93,0.48,0.4,0.775587566338135,0.312677590688205,17.760764520444027,19.63749393171221
remask,gsm8k,256,32,0.93,0.4,0.2,0.7657316148597423,0.30396016512481455,18.28571348375345,20.15508377527004
remask,gsm8k,256,32,0.93,0.4,0.3,0.778620166793025,0.30615368841429874,18.148891514345763,20.01626838565362
remask,gsm8k,256,32,0.93,0.4,0.35,0.7808946171341926,0.3080474708361716,18.038687992061494,19.920615215550527
remask,gsm8k,256,32,0.93,0.4,0.4,0.7695223654283548,0.3104922322205993,17.897332468276428,19.81896455110166
remask,gsm8k,256,32,0.93,0.5,0.2,0.7740712661106899,0.30683068036936256,18.126132577228226,19.961216480982458
remask,gsm8k,256,32,0.93,0.5,0.3,0.7748294162244125,0.3092915589238242,17.97529576226388,19.81790688775592
remask,gsm8k,256,32,0.93,0.5,0.35,0.7846853677028052,0.31096247482582773,17.869775983057174,19.73247496266408
remask,gsm8k,256,32,0.93,0.5,0.4,0.7733131159969674,0.3132771394427992,17.73893140571482,19.59165122785714
remask,gsm8k,256,32,0.9,0.45,0.3,0.7725549658832449,0.2843882604624268,19.500068882362555,21.578980197166267
remask,gsm8k,256,32,0.9,0.45,0.4,0.7672479150871873,0.2875798081334732,19.316070113184217,21.45547049866807
remask,gsm8k,256,32,0.9,0.48,0.3,0.7717968157695224,0.28864167948255914,19.23719349244249,21.328586647552456
remask,gsm8k,256,32,0.9,0.4,0.3,0.7672479150871873,0.28595552272381225,19.43888673556845,21.56733463485135
remask,gsm8k,256,32,0.9,0.5,0.3,0.7733131159969674,0.2900219380277044,19.162627362553735,21.20612243121611
remask,gsm8k,256,32,0.9,0.5,0.35,0.7733131159969674,0.2900219380277044,19.17003843589108,21.214323708178657
remask,gsm8k,256,64,0.95,0.44,0.32,0.7695223654283548,0.30883242415765805,17.95324564027506,19.895079471332075
remask,gsm8k,256,64,0.95,0.44,0.41,0.7702805155420773,0.31057100733332393,17.83923109034306,19.782419942301686
remask,gsm8k,256,64,0.95,0.44,0.44,0.7604245640636846,0.3136939668929052,17.665072718548117,19.582792459317872
remask,gsm8k,256,64,0.95,0.4,0.32,0.7702805155420773,0.30821126526709414,17.980216209530756,19.92456721513789
remask,gsm8k,256,64,0.95,0.4,0.41,0.7702805155420773,0.31287953983219224,17.718113912427224,19.6376124121775
remask,gsm8k,256,64,0.95,0.4,0.44,0.7710386656557998,0.3296157841006301,16.811629191268743,18.76935734357852
remask,gsm8k,256,64,0.9,0.44,0.3,0.7702805155420773,0.2642232645178025,20.979029173015036,23.17047603123783
remask,gsm8k,256,64,0.9,0.44,0.32,0.7710386656557998,0.2649474186295157,20.910537519168436,23.126333420839654
remask,gsm8k,256,64,0.9,0.44,0.41,0.7717968157695224,0.26808955041794513,20.674264103858835,22.914978243380087
remask,gsm8k,256,64,0.9,0.4,0.3,0.7733131159969674,0.26392522986980005,20.978876270513368,23.183044780319996
remask,gsm8k,256,64,0.9,0.4,0.32,0.7748294162244125,0.26486585576711813,20.9128876729362,23.130731874389735
remask,gsm8k,256,64,0.9,0.4,0.41,0.7680060652009097,0.2705775976789266,20.481412079869873,22.71294704335474
remask,gsm8k,256,64,0.9,0.4,0.44,0.7778620166793025,0.28504088848940207,19.432238342269223,21.657164238391093
remask,humaneval,256,32,0.92,0.33,0.2,,0.1741456862755436,93.33693935307127,59.73773200919328
remask,humaneval,256,32,0.92,0.33,0.3,,0.17505619977438702,92.97247331368013,59.60515523888212
remask,humaneval,256,32,0.92,0.33,0.35,,0.17722849621760073,92.03583420917379,58.89646134534323
remask,humaneval,256,32,0.92,0.33,0.4,,0.18322309485556604,89.27925226541221,57.257715584275296
remask,humaneval,256,32,0.92,0.35,0.2,,0.17608477894972627,92.3481298916694,59.082765488774136
remask,humaneval,256,32,0.92,0.35,0.3,,0.17636025790166704,92.34972834895574,59.19603239858315
remask,humaneval,256,32,0.92,0.35,0.35,,0.1777788260227878,91.63927080490984,58.85596917756635
remask,humaneval,256,32,0.92,0.35,0.4,,0.18309483288078593,89.3922397501283,57.360159907569894
remask,humaneval,256,32,0.92,0.38,0.2,,0.1767504601435657,92.13725637116202,58.8991631727324
remask,humaneval,256,32,0.92,0.38,0.3,,0.17827910946285516,91.35039483513866,58.503714470120194
remask,humaneval,256,32,0.92,0.38,0.35,,0.17883001593292072,91.20084637070431,58.44754914686819
remask,humaneval,256,32,0.92,0.38,0.4,,0.18164352425243566,89.88272174882688,57.82101028630657
remask,humaneval,256,32,0.92,0.3,0.2,,0.17377630031156546,93.52931786820325,59.86048514267939
remask,humaneval,256,32,0.92,0.3,0.3,,0.17445868792458258,93.43934184479552,59.91607677982905
remask,humaneval,256,32,0.92,0.3,0.35,,0.17948184978664186,90.9635570813327,58.26557642499234
remask,humaneval,256,32,0.92,0.3,0.4,,0.18439298050530137,88.64345414717603,56.8219414401829
remask,humaneval,256,32,0.92,0.42,0.001,,0.17563169836027998,92.57267566497394,59.187400646796945
remask,humaneval,256,32,0.92,0.42,0.1,,0.1756612229341821,92.71161669520407,59.274981190362226
remask,humaneval,256,32,0.92,0.42,0.2,,0.17741323467214287,91.78261271013344,58.62315871508354
remask,humaneval,256,32,0.92,0.42,0.3,,0.17903469932076005,91.17728949641018,58.28256878506157
remask,humaneval,256,32,0.92,0.42,0.35,,0.17872063967486554,91.55871202539099,58.55616229846268
remask,humaneval,256,32,0.92,0.42,0.4,,0.18116459736126614,90.28245667891704,57.798994136261854
remask,humaneval,256,32,0.92,0.45,0.001,,0.17745248886475812,91.74349652776326,58.68492084340881
remask,humaneval,256,32,0.92,0.45,0.1,,0.17757332505335127,91.75387232217625,58.65466853041962
remask,humaneval,256,32,0.92,0.45,0.2,,0.17832946667552352,91.30518475648826,58.30102525892331
remask,humaneval,256,32,0.92,0.45,0.3,,0.18037016382215515,90.2571181132383,57.62834327779332
remask,humaneval,256,32,0.92,0.45,0.35,,0.18006722703664613,90.86953287542038,58.1264791879437
remask,humaneval,256,32,0.92,0.45,0.4,,0.18169043728099768,89.99472719526722,57.71081279126879
remask,humaneval,256,32,0.92,0.48,0.001,,0.1794460208150636,90.8214288161011,57.999798279029164
remask,humaneval,256,32,0.92,0.48,0.1,,0.17931155454219844,90.64052666697582,57.843127022866426
remask,humaneval,256,32,0.92,0.48,0.2,,0.18023662146239303,90.2494701341774,57.539042501337526
remask,humaneval,256,32,0.92,0.48,0.3,,0.18251949472748225,89.3510264808772,57.00577960582651
remask,humaneval,256,32,0.92,0.48,0.35,,0.1822758395319317,89.60432333996525,57.14699959432133
remask,humaneval,256,32,0.92,0.48,0.4,,0.18284596719206436,89.398378223363,57.308567881060355
remask,humaneval,256,32,0.92,0.4,0.2,,0.1775633311772294,91.69839529583527,58.535700000712
remask,humaneval,256,32,0.92,0.4,0.3,,0.17945774831872208,90.68404329607458,57.99548194097604
remask,humaneval,256,32,0.92,0.4,0.35,,0.1793273588934243,91.17156264584101,58.38870948200757
remask,humaneval,256,32,0.92,0.4,0.4,,0.18079063666017972,90.43294087114916,57.89317136187907
remask,humaneval,256,32,0.92,0.5,0.001,,0.18007422647123839,90.59484055047744,57.89452597160194
remask,humaneval,256,32,0.92,0.5,0.1,,0.17992323892626055,90.69419377017903,57.91464236451391
remask,humaneval,256,32,0.92,0.5,0.2,,0.18138764791014228,89.80831964410815,57.25015936013878
remask,humaneval,256,32,0.92,0.5,0.3,,0.18379679532589632,88.89450911673606,56.75578612297881
remask,humaneval,256,32,0.92,0.5,0.35,,0.18266180205768986,89.37680656717404,57.10971459497423
remask,humaneval,256,32,0.92,0.5,0.4,,0.18452356841622114,88.67339026495915,56.837902713295776
remask,humaneval,256,32,0.95,0.4,0.2,,0.19203128841408115,84.79291917201986,54.166863835992366
remask,humaneval,256,32,0.9,0.36,0.0001,,0.165781641072216,98.16309564474686,62.72816500151218
remask,humaneval,256,32,0.9,0.42,0.001,,0.16587899578795748,98.12328642653749,62.704018327198135
remask,humaneval,256,32,0.9,0.42,0.1,,0.16588003350855315,98.16212918124218,62.725034024350336
remask,humaneval,256,32,0.9,0.42,0.2,,0.16804898994403725,96.80660074181881,61.745066830064594
remask,humaneval,256,32,0.9,0.42,0.3,,0.16810904581852146,96.85110799396114,61.85465537739927
remask,humaneval,256,32,0.9,0.42,0.35,,0.16781264674341834,97.39350159620152,62.312418456746286
remask,humaneval,256,32,0.9,0.42,0.4,,0.17020774818802992,96.0070492291994,61.261934065086876
remask,humaneval,256,32,0.9,0.45,0.001,,0.16774246605329493,97.07184087072167,62.0108762662158
remask,humaneval,256,32,0.9,0.45,0.1,,0.167672173207896,97.13146031119327,62.004942694190206
remask,humaneval,256,32,0.9,0.45,0.2,,0.16875552729387036,96.54685658865338,61.55991418554575
remask,humaneval,256,32,0.9,0.45,0.3,,0.169519694331837,96.0230981255782,61.320283830595955
remask,humaneval,256,32,0.9,0.45,0.35,,0.16876328415001993,96.59715272993208,61.8126146907658
remask,humaneval,256,32,0.9,0.45,0.4,,0.17121426702822298,95.33422112501313,60.88646276398376
remask,humaneval,256,32,0.9,0.48,0.001,,0.16956171362134886,95.88588757425029,61.22365430414294
remask,humaneval,256,32,0.9,0.48,0.1,,0.16951931636588025,95.92032118276524,61.19918543154394
remask,humaneval,256,32,0.9,0.48,0.2,,0.1701730789925891,95.73560845776674,61.014179376830754
remask,humaneval,256,32,0.9,0.48,0.3,,0.1711329981020523,95.08179800719395,60.68005260101531
remask,humaneval,256,32,0.9,0.48,0.35,,0.17087077116415136,95.44704068728288,60.90090061991792
remask,humaneval,256,32,0.9,0.48,0.4,,0.17264828608553812,94.48971776130861,60.239902741600574
remask,humaneval,256,32,0.9,0.5,0.001,,0.1703999901429501,95.64553676250311,61.07350991621455
remask,humaneval,256,32,0.9,0.5,0.1,,0.1702986255756076,95.76227047389487,61.101923431610025
remask,humaneval,256,32,0.9,0.5,0.2,,0.17113713983200823,95.45359455058303,60.84593767715493
remask,humaneval,256,32,0.9,0.5,0.3,,0.1726688581135485,94.53919494785993,60.338666000706155
remask,humaneval,256,32,0.9,0.5,0.35,,0.17152037040948107,95.15475174409865,60.78078335047361
remask,humaneval,256,32,0.9,0.5,0.4,,0.17349146575290633,94.16549277479776,60.10435822662344
remask,humaneval,256,64,0.92,0.3,0.001,,0.16242911499337417,100.73134082573617,64.20392695829122
remask,humaneval,256,64,0.92,0.4,0.001,,0.16690455701166265,98.10966988596675,62.607582926723076
remask,humaneval,256,64,0.92,0.5,0.001,,0.1703673360112924,96.06126711040851,61.22252498655494
remask,humaneval,256,64,0.94,0.3,0.001,,0.17281745824441214,95.03808939285685,60.75062063983073
remask,humaneval,256,64,0.94,0.4,0.001,,0.1774040402714644,92.58264657489421,59.177581492783034
remask,humaneval,256,64,0.94,0.5,0.001,,0.17978626640538786,91.533446891522,58.35654142409057
remask,humaneval,256,64,0.95,0.3,0.001,,0.17803450490816944,91.65792159701346,58.62359464006173
remask,humaneval,256,64,0.95,0.4,0.001,,0.182105118719069,89.87455218594302,57.579928889570624
remask,humaneval,256,64,0.95,0.5,0.001,,0.18584932063105583,88.33496495793646,56.18613505685519
remask,humaneval,256,64,0.96,0.3,0.001,,0.18720311915152552,87.2792914729757,55.62480797366954
remask,humaneval,256,64,0.96,0.4,0.001,,0.18988533136748306,86.25589852762022,55.07268059045554
remask,humaneval,256,64,0.96,0.5,0.001,,0.19533297164665814,83.7734301542262,53.18416218741621
remask,humaneval,256,64,0.9,0.3,0.001,,0.1518927622416936,107.85714338285214,69.12233657999586
remask,humaneval,256,64,0.9,0.4,0.001,,0.1547031935703184,106.27374212424093,68.05586849633511
remask,humaneval,256,64,0.9,0.5,0.001,,0.15932214757418223,102.9973749142873,65.67418675863085
remask,humaneval_trash,256,64,0.92,0.33,0.001,,0.16316740646282624,100.37700635013702,63.95511551237801
remask,humaneval_trash,256,64,0.92,0.36,0.001,,0.16599575057721908,98.30985694290732,62.674867625109016
remask,humaneval_trash,256,64,0.92,0.36,0.1,,0.1659417405792925,98.42423516808493,62.74194117677417
remask,humaneval_trash,256,64,0.92,0.36,0.2,,0.16747044843079006,97.53264635444776,62.23150583491676
remask,humaneval_trash,256,64,0.92,0.36,0.3,,0.16875429631038483,97.23151743282055,62.004979018241684
remask,humaneval_trash,256,64,0.92,0.36,0.35,,0.17008451812463765,96.56589323358769,61.55624366832876
remask,humaneval_trash,256,64,0.92,0.36,0.4,,0.17495025304165282,93.98077528344359,60.33494353977545
remask,humaneval_trash,256,64,0.92,0.3,0.1,,0.16235958627721553,100.82432394745739,64.25950623510225
remask,humaneval_trash,256,64,0.92,0.3,0.2,,0.16363225856277572,99.86276890061488,63.67749335499617
remask,humaneval_trash,256,64,0.92,0.3,0.3,,0.16424740660923803,99.55452303625613,63.52916635515281
remask,humaneval_trash,256,64,0.92,0.3,0.35,,0.17195620219235555,95.89405137256938,61.41620962215074
remask,humaneval_trash,256,64,0.92,0.3,0.4,,0.17962057254771838,91.84421124654357,59.06567305452696
remask,humaneval_trash,256,64,0.92,0.42,0.001,,0.16640661546980512,98.46037668812787,62.80143556588099
remask,humaneval_trash,256,64,0.92,0.42,0.1,,0.16652229831864973,98.46310992748448,62.80505319099186
remask,humaneval_trash,256,64,0.92,0.42,0.2,,0.16752262421035807,97.71959690902679,62.31788952907974
remask,humaneval_trash,256,64,0.92,0.42,0.3,,0.167779069770272,97.96993879286858,62.65763075212218
remask,humaneval_trash,256,64,0.92,0.42,0.35,,0.17058887909931517,96.60998986224241,61.5585164610816
remask,humaneval_trash,256,64,0.92,0.42,0.4,,0.17025591383458977,96.60308193931706,61.87457523942551
remask,humaneval_trash,256,64,0.92,0.45,0.001,,0.168191585216585,97.25236413179799,61.98333386712987
remask,humaneval_trash,256,64,0.92,0.45,0.1,,0.16793982510366673,96.81494147985157,61.66691880251429
remask,humaneval_trash,256,64,0.92,0.45,0.2,,0.16795836162809347,97.37382046708149,62.02527402065827
remask,humaneval_trash,256,64,0.92,0.45,0.3,,0.16825123265672448,97.51137029975666,62.44488990441682
remask,humaneval_trash,256,64,0.92,0.45,0.35,,0.17297250198467773,95.20326901883944,60.65113918372826
remask,humaneval_trash,256,64,0.92,0.45,0.4,,0.17234073167265632,95.51657638055782,61.085544590002755
remask,humaneval_trash,256,64,0.92,0.48,0.001,,0.1690548695391461,96.97446163091317,61.70323872173426
remask,humaneval_trash,256,64,0.92,0.48,0.1,,0.16883173501791193,97.07663067952905,61.726159915669726
remask,humaneval_trash,256,64,0.92,0.48,0.2,,0.16900565701646653,96.96420751482458,61.66410254205489
remask,humaneval_trash,256,64,0.92,0.48,0.3,,0.169130185647377,96.53106033876746,61.706329939700886
remask,humaneval_trash,256,64,0.92,0.48,0.35,,0.1739777586890329,94.71791682503404,60.2363916913553
remask,humaneval_trash,256,64,0.92,0.48,0.4,,0.1752549636515857,93.87648090956469,59.94357924478042
remask,humaneval_trash,256,64,0.92,0.4,0.1,,0.16701973297182293,97.94035298737118,62.49823168053262
remask,humaneval_trash,256,64,0.92,0.4,0.2,,0.16778085903088366,97.4269905464031,62.23922115104757
remask,humaneval_trash,256,64,0.92,0.4,0.3,,0.1689475941703181,97.13158124611356,62.03474773136565
remask,humaneval_trash,256,64,0.92,0.4,0.35,,0.17158449332376793,95.33138523889417,60.71295903310521
remask,humaneval_trash,256,64,0.92,0.4,0.4,,0.170469023079824,96.2327413207142,61.57816551808106
remask,humaneval_trash,256,64,0.92,0.5,0.1,,0.17012876716621605,96.37979405643226,61.389730310803984
remask,humaneval_trash,256,64,0.92,0.5,0.2,,0.1706162914327095,95.9034916075932,61.047271811306096
remask,humaneval_trash,256,64,0.92,0.5,0.3,,0.17067291945203125,96.35945820671466,61.59993002273542
remask,humaneval_trash,256,64,0.92,0.5,0.35,,0.17511003142728068,94.13819531607581,59.886486158456606
remask,humaneval_trash,256,64,0.92,0.5,0.4,,0.17612188896671532,93.54003482285599,59.72996574970116
remask,humaneval_trash,256,64,0.94,0.33,0.001,,0.1737123493880214,94.55608130623463,60.41913159538735
remask,humaneval_trash,256,64,0.94,0.33,0.1,,0.17364222427236697,94.57511973154045,60.43006564011307
remask,humaneval_trash,256,64,0.94,0.33,0.2,,0.17269397278391968,95.08739773991014,60.706702915514455
remask,humaneval_trash,256,64,0.94,0.33,0.3,,0.17362369868245922,94.7062683639513,60.53914215824601
remask,humaneval_trash,256,64,0.94,0.33,0.35,,0.1779248893487306,92.37181168358191,58.99306447817876
remask,humaneval_trash,256,64,0.94,0.33,0.4,,0.1854668945421782,88.8694949353457,56.98791844304465
remask,humaneval_trash,256,64,0.94,0.36,0.001,,0.17689514550587904,92.66676983509102,59.215145070939506
remask,humaneval_trash,256,64,0.94,0.36,0.1,,0.17688043717248597,92.68427008300975,59.225353314742705
remask,humaneval_trash,256,64,0.94,0.36,0.2,,0.17731732889216104,92.4115308256805,59.06460616666209
remask,humaneval_trash,256,64,0.94,0.36,0.3,,0.17775541919470278,92.53786863029724,59.032350263979325
remask,humaneval_trash,256,64,0.94,0.36,0.35,,0.1777149635728156,92.38138575585778,58.960369203918745
remask,humaneval_trash,256,64,0.94,0.36,0.4,,0.18638469671384572,88.0642805641687,56.63774164930565
remask,humaneval_trash,256,64,0.94,0.3,0.1,,0.17274598342597644,94.94670063550315,60.692560826924975
remask,humaneval_trash,256,64,0.94,0.3,0.2,,0.17189630538149597,95.22438102090354,60.82242846098256
remask,humaneval_trash,256,64,0.94,0.3,0.3,,0.1732337111061505,94.84486933254031,60.64467198043465
remask,humaneval_trash,256,64,0.94,0.3,0.35,,0.18000435528929892,91.24668823083798,58.70893093788644
remask,humaneval_trash,256,64,0.94,0.3,0.4,,0.18842047258188405,87.18290055016318,56.10491442426602
remask,humaneval_trash,256,64,0.94,0.42,0.001,,0.17735617361875497,92.68869464935793,59.17622414751356
remask,humaneval_trash,256,64,0.94,0.42,0.1,,0.1773424405602782,92.67335432229333,59.165432930625194
remask,humaneval_trash,256,64,0.94,0.42,0.2,,0.1769472653569997,92.89015961167544,59.29497389116156
remask,humaneval_trash,256,64,0.94,0.42,0.3,,0.17826242335630382,92.2198522225005,59.045295856992325
remask,humaneval_trash,256,64,0.94,0.42,0.35,,0.1789463636236651,91.80055701906394,58.51472539223696
remask,humaneval_trash,256,64,0.94,0.42,0.4,,0.17960519201533326,91.2633164690802,58.58799790827989
remask,humaneval_trash,256,64,0.94,0.45,0.001,,0.17780923812475039,92.40596768822698,59.02117767021029
remask,humaneval_trash,256,64,0.94,0.45,0.1,,0.17748912252202897,92.68246378626633,59.16005440132061
remask,humaneval_trash,256,64,0.94,0.45,0.2,,0.1767404001943958,92.88821283979078,59.25075368376365
remask,humaneval_trash,256,64,0.94,0.45,0.3,,0.17816527198279844,92.356947599487,59.20939593428829
remask,humaneval_trash,256,64,0.94,0.45,0.35,,0.17936804030599773,91.7389862695084,58.55524635371747
remask,humaneval_trash,256,64,0.94,0.45,0.4,,0.18045201272919653,90.82246215193177,58.296475785184604
remask,humaneval_trash,256,64,0.94,0.48,0.001,,0.17794566681018384,91.91951465339838,58.51540922269941
remask,humaneval_trash,256,64,0.94,0.48,0.1,,0.17767560566252585,92.74545068735618,59.00413442691707
remask,humaneval_trash,256,64,0.94,0.48,0.2,,0.17716210673954091,92.81616737732445,59.010389294198866
remask,humaneval_trash,256,64,0.94,0.48,0.3,,0.1783860918665658,92.23892130768387,58.932055424706235
remask,humaneval_trash,256,64,0.94,0.48,0.35,,0.18072329600194204,90.97367284126823,57.918497754464326
remask,humaneval_trash,256,64,0.94,0.48,0.4,,0.18386106302994307,89.10550025701527,56.945788666271866
remask,humaneval_trash,256,64,0.94,0.4,0.1,,0.17741885025683893,92.20985678272724,58.94262126008158
remask,humaneval_trash,256,64,0.94,0.4,0.2,,0.17736397948902544,92.4653440430963,59.17265630296193
remask,humaneval_trash,256,64,0.94,0.4,0.3,,0.17843164451521357,91.66129291187391,58.653470848267794
remask,humaneval_trash,256,64,0.94,0.4,0.35,,0.1793750101718201,91.74182958678519,58.516900262558025
remask,humaneval_trash,256,64,0.94,0.4,0.4,,0.17948626098916284,91.3337639557495,58.66516032327692
remask,humaneval_trash,256,64,0.94,0.5,0.1,,0.17950075429341653,91.67497544321778,58.407517934283675
remask,humaneval_trash,256,64,0.94,0.5,0.2,,0.1790597021827985,91.91066749229769,58.50415068815087
remask,humaneval_trash,256,64,0.94,0.5,0.3,,0.18007978104733305,91.54525659334745,58.46532702201576
remask,humaneval_trash,256,64,0.94,0.5,0.35,,0.18248857997412105,90.2484788217816,57.51345152729552
remask,humaneval_trash,256,64,0.94,0.5,0.4,,0.18526062958585549,88.45963212906246,56.57218530174407
